측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,time
111123,종로구,2022010508,0.004,0.8,0.002,0.043,43.0,31.0,2022-01-05 08:00:00
111123,종로구,2022010509,0.004,0.8,0.003,0.046,45.0,32.0,2022-01-05 09:00:00
111123,종로구,2022010510,0.005,1.0,0.005,0.045,44.0,30.0,2022-01-05 10:00:00
111123,종로구,2022010511,0.005,0.9,0.007,0.041,48.0,36.0,2022-01-05 11:00:00
111123,종로구,2022010512,0.005,0.9,0.007,0.044,47.0,34.0,2022-01-05 12:00:00
111123,종로구,2022010513,0.004,0.8,0.01,0.039,48.0,37.0,2022-01-05 13:00:00
111123,종로구,2022010514,0.004,0.6,0.013,0.034,42.0,30.0,2022-01-05 14:00:00
111123,종로구,2022010515,0.004,0.7,0.012,0.036,43.0,31.0,2022-01-05 15:00:00
111123,종로구,2022010516,0.004,0.7,0.009,0.043,44.0,33.0,2022-01-05 16:00:00
111123,종로구,2022010517,0.004,0.7,0.005,0.046,47.0,36.0,2022-01-05 17:00:00
111123,종로구,2022010518,0.004,0.9,0.003,0.05,48.0,35.0,2022-01-05 18:00:00
111123,종로구,2022010519,0.005,1.2,0.002,0.055,63.0,46.0,2022-01-05 19:00:00
111123,종로구,2022010520,0.005,1.2,0.002,0.056,64.0,47.0,2022-01-05 20:00:00
111123,종로구,2022010521,0.005,1.1,0.002,0.052,61.0,51.0,2022-01-05 21:00:00
111123,종로구,2022010522,0.004,0.9,0.002,0.049,56.0,40.0,2022-01-05 22:00:00
111123,종로구,2022010523,0.005,0.9,0.002,0.047,57.0,38.0,2022-01-05 23:00:00
111123,종로구,2022010524,0.004,0.9,0.002,0.048,52.0,39.0,2022-01-06 00:00:00
111123,종로구,2022010601,0.004,0.9,0.002,0.048,52.0,45.0,2022-01-06 01:00:00
111123,종로구,2022010602,0.004,0.9,0.002,0.044,47.0,37.0,2022-01-06 02:00:00
111123,종로구,2022010603,0.004,0.9,0.002,0.043,46.0,38.0,2022-01-06 03:00:00
111123,종로구,2022010604,0.004,0.9,0.002,0.048,44.0,36.0,2022-01-06 04:00:00
111123,종로구,2022010605,0.003,0.9,0.002,0.043,45.0,40.0,2022-01-06 05:00:00
111123,종로구,2022010606,0.003,0.8,0.002,0.042,40.0,35.0,2022-01-06 06:00:00
111123,종로구,2022010607,0.003,0.8,0.002,0.041,40.0,34.0,2022-01-06 07:00:00
111123,종로구,2022010608,0.003,0.8,0.002,0.041,40.0,34.0,2022-01-06 08:00:00
111123,종로구,2022010609,0.004,0.9,0.003,0.042,46.0,37.0,2022-01-06 09:00:00
111123,종로구,2022010610,0.005,1.0,0.006,0.041,46.0,36.0,2022-01-06 10:00:00
111123,종로구,2022010611,0.005,0.9,0.011,0.039,50.0,39.0,2022-01-06 11:00:00
111123,종로구,2022010612,0.005,0.7,0.017,0.031,52.0,39.0,2022-01-06 12:00:00
111123,종로구,2022010613,0.006,0.7,0.02,0.029,49.0,38.0,2022-01-06 13:00:00
111123,종로구,2022010614,0.005,0.6,0.027,0.025,53.0,39.0,2022-01-06 14:00:00
111123,종로구,2022010615,0.005,0.5,0.033,0.018,48.0,35.0,2022-01-06 15:00:00
111123,종로구,2022010616,0.005,0.5,0.032,0.018,44.0,31.0,2022-01-06 16:00:00
111123,종로구,2022010617,0.004,0.6,0.029,0.023,49.0,30.0,2022-01-06 17:00:00
111123,종로구,2022010618,0.004,0.6,0.025,0.026,44.0,29.0,2022-01-06 18:00:00
111123,종로구,2022010619,0.004,0.8,0.013,0.039,47.0,29.0,2022-01-06 19:00:00
111123,종로구,2022010620,0.004,0.7,0.009,0.044,49.0,32.0,2022-01-06 20:00:00
111123,종로구,2022010621,0.004,0.7,0.016,0.032,53.0,33.0,2022-01-06 21:00:00
111123,종로구,2022010622,0.005,0.7,0.02,0.027,51.0,37.0,2022-01-06 22:00:00
111123,종로구,2022010623,0.004,0.8,0.011,0.037,55.0,41.0,2022-01-06 23:00:00
111123,종로구,2022010624,0.004,0.9,0.004,0.043,54.0,40.0,2022-01-07 00:00:00
111123,종로구,2022010701,0.004,1.1,0.002,0.049,54.0,42.0,2022-01-07 01:00:00
111123,종로구,2022010702,0.005,1.0,0.004,0.049,54.0,40.0,2022-01-07 02:00:00
111123,종로구,2022010703,0.005,0.9,0.013,0.036,61.0,48.0,2022-01-07 03:00:00
111123,종로구,2022010704,0.005,0.9,0.013,0.035,62.0,49.0,2022-01-07 04:00:00
111123,종로구,2022010705,0.005,0.9,0.011,0.038,63.0,51.0,2022-01-07 05:00:00
111123,종로구,2022010706,0.005,1.0,0.004,0.046,60.0,50.0,2022-01-07 06:00:00
111123,종로구,2022010707,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 07:00:00
111123,종로구,2022010708,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 08:00:00
111123,종로구,2022010709,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 09:00:00
111123,종로구,2022010710,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 10:00:00
111123,종로구,2022010711,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 11:00:00
111123,종로구,2022010712,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 12:00:00
111123,종로구,2022010713,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 13:00:00
111123,종로구,2022010714,0.0033847592332865825,0.5767180925666199,0.024673211781206173,0.027864422627395982,40.5631479736098,27.288992974238877,2022-01-07 14:00:00
111123,종로구,2022010715,0.005,0.6,0.023,0.032,48.0,34.0,2022-01-07 15:00:00
111123,종로구,2022010716,0.004,0.6,0.021,0.035,43.0,33.0,2022-01-07 16:00:00
111123,종로구,2022010717,0.004,0.5,0.026,0.03,43.0,28.0,2022-01-07 17:00:00
111123,종로구,2022010718,0.004,0.6,0.021,0.038,44.0,29.0,2022-01-07 18:00:00
111123,종로구,2022010719,0.004,0.7,0.011,0.049,49.0,35.0,2022-01-07 19:00:00
111123,종로구,2022010720,0.005,0.6,0.011,0.045,53.0,35.0,2022-01-07 20:00:00
111123,종로구,2022010721,0.004,0.7,0.009,0.044,42.0,29.0,2022-01-07 21:00:00
111123,종로구,2022010722,0.004,0.7,0.009,0.043,36.0,28.0,2022-01-07 22:00:00
111123,종로구,2022010723,0.004,0.9,0.004,0.051,39.0,27.0,2022-01-07 23:00:00
111123,종로구,2022010724,0.005,1.1,0.002,0.061,39.0,29.0,2022-01-08 00:00:00
111123,종로구,2022010801,0.005,1.2,0.002,0.065,41.0,29.0,2022-01-08 01:00:00
111123,종로구,2022010802,0.005,1.2,0.002,0.066,41.0,30.0,2022-01-08 02:00:00
111123,종로구,2022010803,0.005,1.2,0.002,0.066,44.0,32.0,2022-01-08 03:00:00
111123,종로구,2022010804,0.005,1.2,0.002,0.064,43.0,31.0,2022-01-08 04:00:00
111123,종로구,2022010805,0.005,1.2,0.002,0.062,46.0,37.0,2022-01-08 05:00:00
111123,종로구,2022010806,0.005,1.1,0.002,0.057,43.0,34.0,2022-01-08 06:00:00
111123,종로구,2022010807,0.004,1.0,0.002,0.055,43.0,33.0,2022-01-08 07:00:00
111123,종로구,2022010808,0.004,1.0,0.002,0.055,41.0,32.0,2022-01-08 08:00:00
111123,종로구,2022010809,0.005,1.0,0.003,0.057,49.0,38.0,2022-01-08 09:00:00
111123,종로구,2022010810,0.005,1.1,0.003,0.062,48.0,37.0,2022-01-08 10:00:00
111123,종로구,2022010811,0.005,1.1,0.004,0.064,58.0,47.0,2022-01-08 11:00:00
111123,종로구,2022010812,0.005,1.1,0.005,0.064,63.0,49.0,2022-01-08 12:00:00
111123,종로구,2022010813,0.006,1.0,0.006,0.06,62.0,50.0,2022-01-08 13:00:00
111123,종로구,2022010814,0.005,0.9,0.005,0.056,52.0,41.0,2022-01-08 14:00:00
111123,종로구,2022010815,0.005,0.8,0.006,0.055,58.0,44.0,2022-01-08 15:00:00
111123,종로구,2022010816,0.004,0.7,0.01,0.045,55.0,39.0,2022-01-08 16:00:00
111123,종로구,2022010817,0.004,0.6,0.017,0.035,50.0,33.0,2022-01-08 17:00:00
111123,종로구,2022010818,0.004,0.6,0.018,0.034,45.0,32.0,2022-01-08 18:00:00
111123,종로구,2022010819,0.003,0.8,0.01,0.045,67.0,51.0,2022-01-08 19:00:00
111123,종로구,2022010820,0.004,0.8,0.013,0.04,90.0,72.0,2022-01-08 20:00:00
111123,종로구,2022010821,0.003,0.8,0.011,0.041,101.0,84.0,2022-01-08 21:00:00
111123,종로구,2022010822,0.004,0.9,0.008,0.043,106.0,88.0,2022-01-08 22:00:00
111123,종로구,2022010823,0.004,0.9,0.007,0.045,111.0,91.0,2022-01-08 23:00:00
111123,종로구,2022010824,0.004,0.9,0.012,0.04,120.0,98.0,2022-01-09 00:00:00
111123,종로구,2022010901,0.004,0.8,0.025,0.024,128.0,104.0,2022-01-09 01:00:00
111123,종로구,2022010902,0.004,0.8,0.028,0.016,139.0,113.0,2022-01-09 02:00:00
111123,종로구,2022010903,0.003,0.8,0.026,0.015,140.0,120.0,2022-01-09 03:00:00
111123,종로구,2022010904,0.003,0.9,0.021,0.018,133.0,113.0,2022-01-09 04:00:00
111123,종로구,2022010905,0.003,0.9,0.021,0.016,139.0,121.0,2022-01-09 05:00:00
111123,종로구,2022010906,0.003,0.9,0.021,0.015,128.0,109.0,2022-01-09 06:00:00
111123,종로구,2022010907,0.003,1.0,0.013,0.023,134.0,115.0,2022-01-09 07:00:00
111123,종로구,2022010908,0.003,1.0,0.009,0.027,133.0,111.0,2022-01-09 08:00:00
111123,종로구,2022010909,0.003,1.1,0.004,0.033,138.0,115.0,2022-01-09 09:00:00
111123,종로구,2022010910,0.003,1.1,0.005,0.034,134.0,119.0,2022-01-09 10:00:00
111123,종로구,2022010911,0.004,1.1,0.01,0.032,140.0,121.0,2022-01-09 11:00:00
111123,종로구,2022010912,0.004,0.9,0.028,0.019,122.0,106.0,2022-01-09 12:00:00
111123,종로구,2022010913,0.004,1.0,0.021,0.028,123.0,107.0,2022-01-09 13:00:00
111123,종로구,2022010914,0.004,1.0,0.022,0.029,128.0,113.0,2022-01-09 14:00:00
111123,종로구,2022010915,0.004,0.9,0.028,0.027,120.0,107.0,2022-01-09 15:00:00
111123,종로구,2022010916,0.005,0.9,0.028,0.029,110.0,99.0,2022-01-09 16:00:00
111123,종로구,2022010917,0.004,0.8,0.033,0.026,112.0,97.0,2022-01-09 17:00:00
111123,종로구,2022010918,0.004,0.8,0.034,0.025,97.0,84.0,2022-01-09 18:00:00
111123,종로구,2022010919,0.004,0.8,0.028,0.029,90.0,78.0,2022-01-09 19:00:00
111123,종로구,2022010920,0.003,0.8,0.03,0.025,88.0,76.0,2022-01-09 20:00:00
111123,종로구,2022010921,0.003,0.9,0.02,0.035,84.0,77.0,2022-01-09 21:00:00
111123,종로구,2022010922,0.003,1.1,0.008,0.048,82.0,74.0,2022-01-09 22:00:00
111123,종로구,2022010923,0.003,1.2,0.008,0.047,88.0,79.0,2022-01-09 23:00:00
111123,종로구,2022010924,0.003,1.3,0.002,0.058,88.0,76.0,2022-01-10 00:00:00
111123,종로구,2022011001,0.004,1.2,0.002,0.057,87.0,81.0,2022-01-10 01:00:00
111123,종로구,2022011002,0.004,1.3,0.002,0.059,90.0,79.0,2022-01-10 02:00:00
111123,종로구,2022011003,0.004,1.3,0.002,0.06,98.0,85.0,2022-01-10 03:00:00
111123,종로구,2022011004,0.004,1.3,0.002,0.058,94.0,80.0,2022-01-10 04:00:00
111123,종로구,2022011005,0.003,1.2,0.002,0.054,97.0,87.0,2022-01-10 05:00:00
111123,종로구,2022011006,0.003,1.2,0.002,0.05,94.0,83.0,2022-01-10 06:00:00
111123,종로구,2022011007,0.003,1.2,0.002,0.051,100.0,89.0,2022-01-10 07:00:00
111123,종로구,2022011008,0.004,1.2,0.002,0.053,98.0,86.0,2022-01-10 08:00:00
111123,종로구,2022011009,0.004,1.4,0.003,0.056,107.0,92.0,2022-01-10 09:00:00
111123,종로구,2022011010,0.004,1.3,0.004,0.053,103.0,93.0,2022-01-10 10:00:00
111123,종로구,2022011011,0.005,1.2,0.007,0.049,120.0,104.0,2022-01-10 11:00:00
111123,종로구,2022011012,0.005,1.3,0.009,0.055,123.0,106.0,2022-01-10 12:00:00
111123,종로구,2022011013,0.005,1.3,0.009,0.061,124.0,109.0,2022-01-10 13:00:00
111123,종로구,2022011014,0.005,1.1,0.01,0.061,106.0,96.0,2022-01-10 14:00:00
111123,종로구,2022011015,0.004,0.8,0.015,0.049,90.0,75.0,2022-01-10 15:00:00
111123,종로구,2022011016,0.004,0.6,0.017,0.039,54.0,43.0,2022-01-10 16:00:00
111123,종로구,2022011017,0.004,0.8,0.01,0.051,68.0,54.0,2022-01-10 17:00:00
111123,종로구,2022011018,0.004,0.9,0.007,0.054,86.0,71.0,2022-01-10 18:00:00
111123,종로구,2022011019,0.004,0.9,0.006,0.052,93.0,79.0,2022-01-10 19:00:00
111123,종로구,2022011020,0.004,0.5,0.027,0.027,62.0,51.0,2022-01-10 20:00:00
111123,종로구,2022011021,0.003,0.5,0.031,0.021,26.0,20.0,2022-01-10 21:00:00
111123,종로구,2022011022,0.004,0.5,0.032,0.021,32.0,24.0,2022-01-10 22:00:00
111123,종로구,2022011023,0.004,0.5,0.03,0.021,34.0,28.0,2022-01-10 23:00:00
111123,종로구,2022011024,0.003,0.6,0.013,0.036,42.0,33.0,2022-01-11 00:00:00
111123,종로구,2022011101,0.004,0.7,0.026,0.018,45.0,38.0,2022-01-11 01:00:00
111123,종로구,2022011102,0.003,0.6,0.033,0.01,46.0,40.0,2022-01-11 02:00:00
111123,종로구,2022011103,0.003,0.6,0.029,0.011,49.0,41.0,2022-01-11 03:00:00
111123,종로구,2022011104,0.003,0.5,0.027,0.011,45.0,37.0,2022-01-11 04:00:00
111123,종로구,2022011105,0.003,0.4,0.026,0.012,39.0,27.0,2022-01-11 05:00:00
111123,종로구,2022011106,0.003,0.4,0.023,0.013,36.0,25.0,2022-01-11 06:00:00
111123,종로구,2022011107,0.003,0.4,0.019,0.017,36.0,24.0,2022-01-11 07:00:00
111123,종로구,2022011108,0.003,0.4,0.017,0.019,34.0,23.0,2022-01-11 08:00:00
111123,종로구,2022011109,0.003,0.5,0.018,0.017,29.0,19.0,2022-01-11 09:00:00
111123,종로구,2022011110,0.003,0.4,0.019,0.016,26.0,17.0,2022-01-11 10:00:00
111123,종로구,2022011111,0.003,0.4,0.019,0.017,27.0,15.0,2022-01-11 11:00:00
111123,종로구,2022011112,0.003,0.4,0.024,0.013,28.0,16.0,2022-01-11 12:00:00
111123,종로구,2022011113,0.004,0.4,0.026,0.013,28.0,18.0,2022-01-11 13:00:00
111123,종로구,2022011114,0.003,0.4,0.027,0.013,24.0,13.0,2022-01-11 14:00:00
111123,종로구,2022011115,0.003,0.4,0.029,0.013,27.0,16.0,2022-01-11 15:00:00
111123,종로구,2022011116,0.003,0.4,0.028,0.014,23.0,16.0,2022-01-11 16:00:00
111123,종로구,2022011117,0.003,0.4,0.026,0.015,23.0,12.0,2022-01-11 17:00:00
111123,종로구,2022011118,0.003,0.5,0.021,0.019,24.0,15.0,2022-01-11 18:00:00
111123,종로구,2022011119,0.003,0.4,0.023,0.018,23.0,14.0,2022-01-11 19:00:00
111123,종로구,2022011120,0.003,0.4,0.024,0.016,26.0,16.0,2022-01-11 20:00:00
111123,종로구,2022011121,0.003,0.4,0.024,0.015,28.0,17.0,2022-01-11 21:00:00
111123,종로구,2022011122,0.003,0.5,0.023,0.014,27.0,18.0,2022-01-11 22:00:00
111123,종로구,2022011123,0.003,0.4,0.022,0.015,31.0,20.0,2022-01-11 23:00:00
111123,종로구,2022011124,0.003,0.4,0.023,0.014,28.0,20.0,2022-01-12 00:00:00
111123,종로구,2022011201,0.003,0.4,0.024,0.013,29.0,21.0,2022-01-12 01:00:00
111123,종로구,2022011202,0.003,0.4,0.021,0.014,24.0,17.0,2022-01-12 02:00:00
111123,종로구,2022011203,0.003,0.4,0.022,0.013,26.0,17.0,2022-01-12 03:00:00
111123,종로구,2022011204,0.003,0.4,0.021,0.013,26.0,17.0,2022-01-12 04:00:00
111123,종로구,2022011205,0.003,0.4,0.019,0.014,28.0,21.0,2022-01-12 05:00:00
111123,종로구,2022011206,0.003,0.4,0.01,0.026,25.0,18.0,2022-01-12 06:00:00
111123,종로구,2022011207,0.003,0.4,0.013,0.021,30.0,19.0,2022-01-12 07:00:00
111123,종로구,2022011208,0.004,0.5,0.009,0.026,31.0,21.0,2022-01-12 08:00:00
111123,종로구,2022011209,0.004,0.5,0.011,0.025,30.0,18.0,2022-01-12 09:00:00
111123,종로구,2022011210,0.004,0.4,0.019,0.017,22.0,13.0,2022-01-12 10:00:00
111123,종로구,2022011211,0.004,0.4,0.02,0.016,21.0,15.0,2022-01-12 11:00:00
111123,종로구,2022011212,0.004,0.5,0.019,0.019,26.0,17.0,2022-01-12 12:00:00
111123,종로구,2022011213,0.003,0.5,0.024,0.016,36.0,24.0,2022-01-12 13:00:00
